rowid,kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
13158,8181880,2,,0.745194,7.08E-06,131.912,2.50E-03,3.04E-01,1.00E+01,2.595,1.89E+00,4.28E+01,3.54E+00,1.63E+01,1.151,6.41E-01,3.10E+03,1.18E+03,,,7345,317,4.17,0.42,1.721,1.3,AFP
13159,8182427,1,,4.52845,8.30E-05,132.332,1.31E-02,9.88E-01,1.25E-03,6.821,1.85E-01,5.17E+01,4.24E+00,1.20E+01,1.123,4.95E-02,1.28E+03,3.03E+02,,,6329,209,4.34,0.28,1.13,0.53,AFP
13160,8182427,2,,4.52943,9.38E-05,133.663,1.69E-02,9.60E-01,3.62E-03,9.953,3.27E-01,5.13E+01,3.64E+00,1.39E+01,1.019,3.70E-02,1.28E+03,3.03E+02,,,6329,209,4.34,0.28,1.13,0.53,AFP
13161,8182857,1,,0.694095,2.42E-03,131.872,6.39E-01,2.93E-01,1.60E+02,1.751,1.41E+01,2.62E-01,7.30E+00,4.38E-02,0.05414,9.19E-01,2.31E+03,5.21E+02,,,6437,244,4.44,0.29,1.042,0.464,AFP
13162,8196903,1,,0.594354,1.18E-05,132.068,2.55E-03,3.00E-01,9.37E+00,2.146,1.55E+00,3.31E+01,4.92E+00,8.72E+00,1.503,7.88E-01,4.45E+03,6.98E+02,,,8419,360,3.95,0.21,2.555,0.771,AFP
13163,8196903,2,,0.59435,1.38E-05,131.672,2.95E-03,1.00E-01,8.20E+01,1.908,2.67E+00,2.90E+01,5.15E+00,8.16E+00,1.397,1.96E+00,4.45E+03,6.98E+02,,,8419,360,3.95,0.21,2.555,0.771,AFP
13164,8197019,1,,0.541086,1.31E-05,131.927,2.89E-03,4.98E-01,3.41E+00,2.135,1.63E+00,3.49E+01,5.91E+00,8.12E+00,1.03,3.90E-01,3.41E+03,1.15E+03,,,7299,330,4.17,0.38,1.677,1.125,NTP
13165,8197019,2,,0.82058,1.06E-05,131.726,3.78E-03,7.56E-01,1.72E+00,3.095,4.87E+00,5.54E+01,6.46E+00,1.11E+01,1.357,6.56E-01,2.97E+03,1.01E+03,,,7299,330,4.17,0.38,1.677,1.125,UNK
13166,8227661,2,,1.85369,1.09E-05,131.757,2.70E-03,8.98E-01,7.98E-01,1.683,5.37E-01,2.18E+02,3.05E+01,1.04E+01,0.2041,1.71E-01,3.45E+02,6.78E-04,,,2661,0,5.28,0,0.116,0,AFP
13167,8229048,1,,2.73948,1.32E-07,131.931,3.26E-05,9.84E-01,1.34E-02,3.429,2.10E-03,3.20E+04,2.31E+01,3.75E+03,30.92,1.08E+00,1.47E+03,3.45E+02,,,6463,203,4.44,0.31,1.045,0.487,UNK
13168,8229074,1,,0.524246,9.31E-06,131.583,1.29E-03,2.73E-01,1.30E+01,1.169,3.19E-01,1.26E+02,1.53E+01,1.49E+01,1.13,8.84E-01,2.36E+03,4.58E+02,,,6122,229,4.47,0.28,0.996,0.379,UNK
13169,8245192,1,,4.98785,5.76E-05,132.095,8.37E-03,6.86E-01,1.08E+00,7.451,6.95E-01,2.45E+01,2.27E+00,1.08E+01,0.7018,2.04E-01,1.27E+03,3.21E+02,,,5984,180,4.2,0.26,1.332,0.669,NTP
13170,8245192,2,,2.49372,3.40E-05,132.777,8.28E-03,8.14E-01,7.18E-01,7.245,4.97E+00,1.69E+01,1.51E+00,1.16E+01,0.6102,2.10E-01,1.60E+03,4.04E+02,,,5984,180,4.2,0.26,1.332,0.669,UNK
13171,8245197,1,,4.5528,4.78E-05,132.251,7.14E-03,2.86E-02,9.95E+01,11.62,3.44E+00,2.54E+01,3.22E+00,8.38E+00,0.5787,3.03E-01,1.30E+03,3.89E+02,,,6581,198,4.39,0.34,1.141,0.678,NTP
13172,8245197,2,,2.27667,3.29E-05,133.293,7.85E-03,6.35E-01,1.50E+00,7.096,3.03E+00,1.29E+01,2.03E+00,6.81E+00,0.4317,1.27E-01,1.64E+03,4.91E+02,,,6581,198,4.39,0.34,1.141,0.678,NTP
13173,8259177,1,,6.0026,1.16E-04,135.943,1.50E-02,5.67E-01,2.35E+00,14.2,3.58E+00,2.45E+01,2.39E+00,1.01E+01,0.9837,3.17E-01,1.61E+03,5.09E+02,,,7286,326,4.09,0.36,1.898,1.189,AFP
13174,8259177,2,,6.00169,8.92E-05,131.684,1.13E-02,2.08E-01,1.79E+01,16.84,8.51E+00,3.39E+01,2.84E+00,1.45E+01,1.123,7.28E-01,1.61E+03,5.09E+02,,,7286,326,4.09,0.36,1.898,1.189,AFP
13175,8259183,1,,609.16,8.32E-03,185.964,8.46E-03,5.13E-01,3.32E+00,14.96,1.11E+00,1.27E+02,4.08E+01,3.26E+00,1.979,9.38E-01,2.94E+02,7.19E+01,,,6319,242,4.09,0.27,1.704,0.824,UNK
13176,8264546,3,,0.632362,1.24E-05,132.083,1.88E-03,1.25E-01,5.29E+01,1.474,8.03E-01,5.52E+01,7.81E+00,1.41E+01,1.869,2.13E+00,4.09E+03,7.46E+02,,,7870,319,3.93,0.23,2.475,0.881,AFP
13177,8264550,1,,2.65621,2.42E-05,133.522,5.11E-03,2.36E-04,1.30E+04,5.578,1.20E+00,2.14E+01,9.40E+02,9.01E+00,1.446,7.57E-01,3.00E+03,5.45E+02,,,8423,356,3.76,0.3,3.089,1.093,UNK
13178,8264550,2,,0.792403,2.23E-05,131.563,8.02E-03,9.46E-01,4.14E-01,1.861,5.62E+00,6.75E+00,1.39E+00,5.66E+00,0.9731,5.02E-01,4.49E+03,8.16E+02,,,8423,356,3.76,0.3,3.089,1.093,NTP
13179,8266276,1,,0.837887,5.31E-06,131.99,1.35E-03,5.01E-01,3.40E+00,1.806,3.09E-01,4.44E+02,3.44E+01,1.88E+01,1.691,1.24E+00,1.48E+03,9.72E+02,,,4748,186,4.53,0.76,0.797,1.046,AFP
13180,8266276,2,,2.59489,1.02E-05,132.753,2.14E-03,8.97E-01,3.59E-01,1.81,5.73E-01,6.50E+02,5.98E+01,1.43E+01,2.502,1.11E+00,1.01E+03,6.67E+02,,,4748,186,4.53,0.76,0.797,1.046,PC
13181,8277004,1,,423.897,1.35E-02,330.68,1.66E-02,7.14E-01,1.18E+00,14.41,1.56E+00,2.28E+02,6.67E+01,4.05E+00,2.145,8.26E-01,2.94E+02,7.64E+01,,,6123,186,4.21,0.26,1.325,0.683,NTP
13182,8307165,1,,0.880377,1.56E-05,131.637,5.96E-03,3.57E-01,8.23E+00,3.438,3.38E+00,1.22E+01,2.04E+00,7.34E+00,0.8275,4.71E-01,3.58E+03,7.20E+02,,,7926,320,3.98,0.25,2.314,0.912,UNK
13183,8308260,1,,0.97317,6.22E-06,132.25,1.21E-03,1.00E-01,4.90E+01,1.188,5.85E-02,1.38E+02,1.20E+01,1.59E+01,1.215,1.25E+00,1.93E+03,4.39E+02,,,6108,226,4.47,0.3,1.03,0.462,AFP
13184,8308347,1,,164.948,3.75E-04,215.313,1.98E-03,1.22E-01,5.29E-02,40.22,9.55E-02,3.43E+04,1.48E+02,2.41E+02,12.02,3.61E-02,2.52E+02,3.27E+01,,,5001,196,4.6,0.8,0.664,0.164,UNK
13185,8308347,2,,164.933,4.55E-03,279.099,2.07E-02,7.64E-01,3.30E-02,26.62,9.22E-01,2.82E+04,1.31E+03,1.85E+02,12.32,4.12E-01,2.52E+02,3.27E+01,,,5001,196,4.6,0.8,0.664,0.164,UNK
13186,8323096,2,,0.897778,1.58E-05,131.816,4.89E-03,1.75E-01,3.33E+01,3.281,4.54E+00,1.64E+01,3.04E+00,6.89E+00,1.005,1.14E+00,3.13E+03,6.72E+02,,,6516,224,3.82,0.35,2.459,1.042,NTP
13187,8323096,3,,1.02621,8.64E-06,131.98,2.59E-03,7.03E-01,1.28E+00,3.383,2.02E+00,4.79E+01,4.50E+00,1.40E+01,1.823,5.85E-01,3.00E+03,6.43E+02,,,6516,224,3.82,0.35,2.459,1.042,UNK
13188,8323104,1,,6.04375,8.93E-05,132.624,1.06E-02,9.00E-01,8.86E-02,14.3,2.84E+00,5.22E+00,5.16E-01,1.00E+01,0.6258,5.42E-02,1.88E+03,3.30E+02,,,7796,297,3.94,0.21,2.34,0.799,UNK
13189,8323753,1,,6.71425,9.64E-06,134.316,1.10E-03,9.64E-01,3.99E-03,3.351,7.30E-02,4.32E+02,7.84E+00,6.62E+01,3.41,5.38E-02,1.14E+03,2.90E+02,,,6082,184,4.24,0.26,1.274,0.643,AFP
13190,8332383,2,,0.699354,1.03E-05,132.111,1.94E-03,2.10E-01,1.37E+01,2.775,2.26E+00,4.06E+01,6.00E+00,9.30E+00,0.7025,3.90E-01,2.39E+03,6.16E+02,,,6543,203,4.41,0.32,1.09,0.559,AFP
13191,8332426,1,,0.717619,1.09E-05,131.572,4.02E-03,4.57E-01,3.53E+00,2.585,1.44E+00,1.85E+01,2.41E+00,9.63E+00,0.8941,3.06E-01,3.80E+03,9.41E+02,,,8529,389,4.13,0.32,2.007,0.977,UNK
13192,8332521,1,,4.67245,3.33E-05,135.241,5.02E-03,9.03E-01,3.77E-01,4.236,2.34E-01,7.86E+01,7.33E+00,1.09E+01,1.031,3.52E-01,1.15E+03,2.41E+02,,,6146,189,4.45,0.29,0.987,0.409,PC
13193,8362899,3,,0.807071,2.36E-05,132.033,4.43E-03,3.92E-02,1.45E+02,1.852,6.76E-01,1.79E+02,3.94E+01,9.96E+00,3.552,3.55E+00,3.88E+03,6.17E+02,,,7884,300,3.88,0.22,2.619,0.809,AFP
13194,8362974,1,,2.71773,2.30E-05,133.954,5.20E-03,7.10E-02,1.37E+02,3.011,3.71E-01,7.84E+01,9.42E+00,9.56E+00,0.6012,1.50E+00,1.02E+03,1.02E+02,,,5208,197,4.64,0.11,0.693,0.127,UNK
13195,8364115,1,,7.73594,9.92E-06,137.986,1.04E-03,1.00E+00,4.43E-02,4.401,3.18E+00,6.92E+02,1.47E+03,8.07E+01,4.41,1.57E+00,8.85E+02,1.98E+02,,,5927,154,4.54,0.31,0.86,0.382,AFP
13196,8364115,2,,7.73591,1.17E-05,134.208,1.23E-03,1.00E+00,5.01E-02,4.574,3.93E+00,5.92E+02,1.49E+03,6.96E+01,4.099,1.65E+00,8.85E+02,1.98E+02,,,5927,154,4.54,0.31,0.86,0.382,AFP
13197,8364119,1,,7.73588,0.00E+00,137.988,0.00E+00,1.00E-01,0.00E+00,3.5,0.00E+00,3.18E+05,0.00E+00,-1.00E+00,32.87,0.00E+00,8.03E+02,0.00E+00,,,5606,167,4.6,0.24,0.76,0.303,AFP
13198,8382075,1,,1.25873,1.34E-05,132.496,5.00E-03,8.96E-01,3.53E-01,3.93,4.40E+00,5.29E+01,5.35E+00,1.06E+01,0.6259,2.12E-01,1.42E+03,1.08E+03,,,5354,188,4.55,0.79,0.726,1.106,AFP
13199,8382114,1,,2.51729,2.76E-05,133.757,6.69E-03,3.00E-01,1.46E+01,4.867,1.40E+00,5.93E+01,7.17E+00,8.56E+00,0.7733,7.60E-01,1.40E+03,3.09E+02,,,6122,207,4.47,0.3,0.996,0.435,AFP
13200,8382207,1,,1.25882,1.87E-05,132.396,7.47E-03,7.93E-02,1.20E+02,6.301,2.42E+01,1.69E+02,1.88E+01,9.76E+00,1.287,2.77E+00,1.69E+03,8.36E-03,,,5780,0,4.44,0,1,0,AFP
13201,8397017,1,,7.40381,5.48E-05,137.518,5.68E-03,1.07E-01,2.44E+01,15,2.33E+00,5.26E+01,6.34E+00,1.03E+01,2.151,1.10E+00,1.60E+03,4.56E+02,,,6036,179,3.63,0.56,2.963,1.682,NTP
13202,8397138,1,,0.580732,6.36E-06,131.565,2.30E-03,3.73E-02,1.36E+02,2.268,2.75E+00,1.48E+02,1.41E+01,1.61E+01,3.658,3.80E+00,3.72E+03,1.09E+03,,,5959,197,3.61,0.59,3.005,1.75,AFP
13203,8397138,2,,0.580727,1.03E-05,131.867,2.01E-03,9.03E-01,8.57E-01,1.205,1.05E+00,1.79E+02,2.44E+01,1.39E+01,4.758,3.65E+00,3.72E+03,1.09E+03,,,5959,197,3.61,0.59,3.005,1.75,AFP
13204,8424446,4,,2.82769,2.41E-05,133.083,4.72E-03,4.68E-04,5.41E+03,10.9,6.47E+00,1.03E+02,6.47E+00,1.43E+01,1.836,8.45E-01,1.92E+03,4.39E+02,,,6753,277,4.06,0.26,1.797,0.807,AFP
13205,8426007,1,,0.72777,4.37E-05,131.87,1.80E-02,5.19E-01,1.02E+01,4.096,2.20E+01,3.62E+00,1.33E+00,2.80E+00,0.5587,6.63E-01,3.86E+03,6.77E+02,,,7348,311,3.83,0.23,2.82,0.96,NTP
13206,8426567,1,,18.9306,4.41E-05,143.25,1.97E-03,8.80E-01,8.14E-02,3.546,2.36E-01,6.95E+02,1.91E+01,3.51E+01,5.18,4.43E-01,7.66E+02,3.12E+02,,,5015,181,3.99,0.55,1.643,1.334,PC
13207,8427895,1,,0.5863,9.73E-06,131.728,2.64E-03,5.01E-01,2.53E+00,2.006,8.74E-01,2.36E+01,2.95E+00,1.08E+01,1.601,4.77E-01,4.91E+03,8.38E+02,,,8241,343,3.75,0.27,3.177,1.051,UNK
13208,8444802,3,,0.674282,7.22E-06,131.601,1.95E-03,7.06E-01,1.24E+00,1.935,8.02E-01,9.11E+01,8.92E+00,1.66E+01,1.835,5.08E-01,3.28E+03,1.28E+03,,,7450,307,4.16,0.43,1.789,1.386,UNK
13209,8444868,1,,4.28133,4.09E-05,135.181,6.38E-03,3.05E-01,8.62E+00,5.654,4.34E-01,4.45E+01,4.71E+00,9.85E+00,0.9199,5.00E-01,1.43E+03,3.99E+02,,,6525,233,4.25,0.31,1.359,0.749,AFP
13210,8444868,2,,4.28108,4.30E-05,132.846,6.78E-03,3.72E-01,6.61E+00,7.242,9.76E-01,4.36E+01,4.29E+00,1.07E+01,0.9143,4.86E-01,1.43E+03,3.99E+02,,,6525,233,4.25,0.31,1.359,0.749,AFP
13211,8460993,2,,0.887372,5.59E-06,132.441,2.71E-03,3.69E-01,6.87E+00,3.221,1.91E+00,5.22E+02,7.21E+01,7.44E+00,5.147,2.61E+00,3.15E+03,6.51E+02,,,6977,250,3.95,0.24,2.2,0.896,AFP
13212,8461529,1,,0.899139,6.72E-06,132.319,2.55E-03,4.48E-02,6.76E+01,3.502,2.47E+00,1.92E+02,1.51E+01,1.78E+01,3.255,1.86E+00,3.12E+03,7.11E+02,,,6507,242,3.81,0.41,2.338,1.051,AFP
13213,8461529,2,,1.34844,8.87E-06,131.787,2.10E-03,3.06E-01,1.08E+01,1.63,9.78E-02,3.22E+02,3.82E+01,1.25E+01,4.272,2.90E+00,2.73E+03,6.21E+02,,,6507,242,3.81,0.41,2.338,1.051,UNK
13214,8461529,3,,0.980595,9.55E-06,131.788,1.87E-03,5.28E-01,4.00E+00,1.237,8.94E-02,3.01E+02,4.12E+01,1.20E+01,4.225,2.28E+00,3.03E+03,6.91E+02,,,6507,242,3.81,0.41,2.338,1.051,UNK
13215,8461529,4,,0.899131,0.00E+00,132.067,0.00E+00,1.00E-01,0.00E+00,2,0.00E+00,5.20E+02,0.00E+00,-1.00E+00,5.376,0.00E+00,3.12E+03,0.00E+00,,,6507,242,3.81,0.41,2.338,1.051,AFP
13216,8182857,2,,0.694071,9.40E-06,132.222,3.44E-03,6.27E-01,2.59E+00,2.835,3.34E+00,5.52E+01,6.41E+00,1.15E+01,0.8156,3.98E-01,2.31E+03,5.21E+02,,,6437,244,4.44,0.29,1.042,0.464,AFP
13217,8183288,1,,66.6508,4.03E-04,171.178,5.04E-03,1.75E-01,9.35E+00,5.648,2.72E-01,5.14E+02,2.63E+01,2.17E+01,1.471,8.23E-01,3.08E+02,1.08E+01,,,4549,92,4.63,0.04,0.676,0.039,PC
13218,8183389,1,,32.44,0.00E+00,142.263,0.00E+00,1.00E-01,0.00E+00,3,0.00E+00,2.93E+05,0.00E+00,-1.00E+00,37.97,0.00E+00,4.48E+02,0.00E+00,,,5081,154,4.58,0.07,0.696,0.099,AFP
13219,8183389,2,,32.4403,1.05E-05,133.035,2.69E-04,9.41E-01,2.27E-02,5.331,2.02E-02,2.37E+04,6.49E+01,4.46E+02,16.11,1.09E+00,4.48E+02,3.46E+01,,,5081,154,4.58,0.07,0.696,0.099,AFP
13220,8197176,1,,9.35897,1.28E-04,133.479,1.18E-02,7.52E-02,2.19E+02,3.312,3.52E+00,1.61E+03,2.30E+02,8.36E+00,17.75,7.67E+01,1.53E+03,3.46E+02,,,5188,183,3.33,0.3,4.521,2.02,PC
13221,8197220,1,,0.673265,1.51E-03,131.648,6.67E-01,9.01E-01,2.13E+01,2.188,2.14E+02,1.51E-01,2.14E+00,8.09E-02,0.09584,1.57E+00,3.73E+03,9.66E+02,,,7827,307,4.04,0.31,2.13,1.092,AFP
13222,8197220,2,,0.673231,4.64E-05,132.039,1.33E-02,4.90E-02,6.66E+02,2.244,1.37E+01,6.30E+00,3.96E+00,2.47E+00,0.5425,2.94E+00,3.73E+03,9.66E+02,,,7827,307,4.04,0.31,2.13,1.092,AFP
13223,8197343,1,,11.7916,5.91E-05,134.544,4.05E-03,8.63E-01,4.24E-01,3.236,6.41E-01,3.95E+02,2.25E+01,1.82E+01,1.957,5.55E-01,7.70E+02,1.56E+02,,,5945,171,4.55,0.29,0.859,0.345,PC
13224,8229458,1,,1.6468,3.12E-06,132.062,5.79E-04,7.04E-01,6.10E-01,1.226,5.76E-02,2.89E+02,1.18E+01,3.32E+01,0.9102,1.60E-01,8.19E+02,3.54E+01,,,3890,86,4.75,0.04,0.498,0.037,PC
13225,8229696,1,,10.1281,2.58E-05,139.115,2.02E-03,7.00E-01,1.02E+00,3.446,3.54E-01,4.74E+02,1.35E+01,3.66E+01,2.346,6.33E-01,9.02E+02,1.71E+02,,,6124,191,4.41,0.27,1.007,0.376,PC
13226,8230616,1,,2.24049,3.63E-06,133.341,7.31E-04,6.84E-01,1.14E+00,1.456,1.08E-01,4.62E+02,1.85E+01,3.47E+01,1.312,4.96E-01,8.36E+02,3.12E+01,,,4186,95,4.69,0.04,0.572,0.034,PC
13227,8230616,2,,6.82774,1.64E-05,131.794,1.81E-03,3.70E-03,4.44E+02,2.32,1.13E-01,5.80E+02,2.49E+01,2.90E+01,1.344,6.19E-01,5.76E+02,2.16E+01,,,4186,95,4.69,0.04,0.572,0.034,PC
13228,8245366,1,,0.691953,8.54E-06,131.791,3.43E-03,9.00E-01,1.41E-01,2.303,1.10E+00,2.05E+02,2.04E+01,1.21E+01,3.061,3.82E-01,3.09E+03,7.80E+02,,,6777,282,4.06,0.28,1.836,0.913,AFP
13229,8245366,2,,0.691962,7.02E-06,132.114,2.20E-03,1.16E-02,2.94E+02,2.859,2.51E+00,2.71E+02,2.51E+01,1.54E+01,3.046,1.89E+00,3.09E+03,7.80E+02,,,6777,282,4.06,0.28,1.836,0.913,AFP
13230,8246781,1,,185.023,2.58E-05,273.185,1.16E-04,9.15E-01,1.89E-02,4.827,1.08E-02,4.41E+04,6.93E+01,9.62E+02,30.63,1.32E+00,3.45E+02,8.15E+01,,,6195,207,4.44,0.31,1.029,0.482,AFP
13231,8259709,1,,5.83869,1.41E-04,131.793,1.78E-02,7.14E-01,1.30E+00,14.76,5.71E+00,2.19E+01,3.29E+00,6.49E+00,0.9862,3.51E-01,1.51E+03,3.07E+02,,,6322,216,3.92,0.35,1.965,0.786,NTP
13232,8259713,1,,27.8798,2.24E-04,134.542,6.47E-03,6.72E-01,1.56E+00,6.907,5.85E-01,1.87E+02,1.27E+01,1.45E+01,1.535,5.34E-01,6.81E+02,1.59E+02,,,6434,218,4.41,0.3,1.055,0.487,PC
13233,8259713,2,,3.55195,3.14E-05,134.701,5.63E-03,3.20E-01,9.09E+00,4.324,3.16E-01,4.58E+01,5.27E+00,9.16E+00,0.7249,4.39E-01,1.35E+03,3.16E+02,,,6434,218,4.41,0.3,1.055,0.487,AFP
13234,8259713,3,,1.77551,2.93E-05,131.562,8.10E-03,5.50E-01,2.74E+00,4.933,1.92E+00,2.52E+01,3.77E+00,7.03E+00,0.5505,2.21E-01,1.71E+03,3.98E+02,,,6434,218,4.41,0.3,1.055,0.487,UNK
13235,8264565,1,,2.4999,1.26E-05,131.586,1.84E-03,7.37E-01,7.98E-01,4.051,2.34E-01,1.51E+02,2.06E+01,8.44E+00,1.919,4.29E-01,1.91E+03,6.89E+02,,,7246,365,4.27,0.4,1.446,1.033,UNK
13236,8264581,1,,2.2148,5.11E-05,132.443,1.37E-02,9.35E-01,4.01E-01,4.831,7.78E+00,1.34E+01,2.16E+00,6.43E+00,0.7404,3.27E-01,2.15E+03,8.45E+02,,,7502,321,4.22,0.45,1.694,1.321,UNK
13237,8264583,1,,0.711476,6.46E-05,131.797,8.90E-03,9.00E-01,9.75E-01,2.38,1.04E+01,8.83E+00,5.73E+00,1.72E+00,0.7682,6.11E-01,3.52E+03,4.72E+02,,,7242,161,3.96,0.18,2.231,0.59,UNK
13238,8264583,2,,0.97472,1.13E-05,131.97,1.48E-03,2.82E-01,6.94E+00,1.569,1.22E-01,7.08E+01,1.13E+01,8.72E+00,1.92,6.94E-01,3.17E+03,4.25E+02,,,7242,161,3.96,0.18,2.231,0.59,NTP
13239,8277797,1,,4.33722,4.47E-06,132.851,6.87E-04,6.62E-02,1.51E+01,2.489,5.96E-02,3.69E+02,6.54E+00,5.93E+01,1.648,4.28E-01,9.96E+02,7.17E+01,,,5390,109,4.5,0.11,0.876,0.121,PC
13240,8277797,2,,1.65389,3.62E-06,132.19,8.16E-04,2.38E-01,7.80E+00,1.649,3.59E-02,1.34E+02,5.61E+00,3.04E+01,1.002,5.07E-01,1.37E+03,9.88E+01,,,5390,109,4.5,0.11,0.876,0.121,PC
13241,8278073,1,,12.0732,1.38E-04,142.423,9.50E-03,8.97E-01,6.41E-01,4.117,1.04E+00,9.54E+01,1.07E+01,8.83E+00,1.218,6.70E-01,8.63E+02,1.53E+02,,,5885,180,4.29,0.23,1.063,0.372,PC
13242,8278371,1,,0.677337,5.01E-06,131.937,1.32E-03,6.98E-01,6.77E-01,1.748,3.29E-01,4.40E+01,2.94E+00,2.10E+01,0.7354,1.57E-01,2.10E+03,1.94E+02,,,5718,117,4.39,0.14,1.037,0.187,PC
13243,8308526,1,,0.664542,1.03E-05,132.094,5.30E-03,8.93E-01,1.53E-01,2.325,1.50E+00,1.61E+01,1.46E+00,1.27E+01,0.5379,6.57E-02,2.50E+03,5.60E+02,,,6459,204,4.33,0.27,1.155,0.513,UNK
13244,8310243,1,,0.662587,5.62E-06,131.899,1.67E-03,8.99E-01,7.34E-01,1.512,1.35E+00,2.13E+02,1.83E+01,1.89E+01,3.167,1.72E+00,3.37E+03,8.92E+02,,,7281,319,4.07,0.3,1.87,0.977,AFP
13245,8310243,2,,0.662583,7.28E-06,132.122,2.68E-03,7.00E-01,3.56E+00,2,2.44E+00,1.52E+02,1.58E+01,1.29E+01,2.473,1.96E+00,3.37E+03,8.92E+02,,,7281,319,4.07,0.3,1.87,0.977,AFP
13246,8310243,3,,0.662591,1.33E-05,131.676,3.31E-03,9.96E-02,8.09E+01,2,2.21E+00,1.41E+02,2.32E+01,9.69E+00,2.251,3.11E+00,3.37E+03,8.92E+02,,,7281,319,4.07,0.3,1.87,0.977,AFP
13247,8323764,1,,6.71424,4.05E-06,134.318,5.95E-04,5.73E-01,3.28E-02,3.37,4.00E-02,3.62E+04,1.98E+02,2.12E+02,15.73,1.38E-01,8.09E+02,1.52E+02,,,5159,205,4.51,0.46,0.8,0.294,PC
13248,8324032,1,,0.633454,7.13E-06,131.995,2.13E-03,5.03E-01,2.89E+00,2.091,9.86E-01,3.39E+01,3.27E+00,1.42E+01,0.5058,2.56E-01,1.87E+03,6.49E+02,,,5279,169,4.47,0.48,0.854,0.591,UNK
13249,8324268,1,,1.00454,5.88E-06,131.96,1.16E-03,1.00E-01,3.01E+01,2.077,4.37E-01,9.32E+00,7.92E-01,1.66E+01,0.6189,2.80E-01,3.62E+03,1.30E+03,,,9336,420,4.2,0.39,1.98,1.414,UNK
13250,8324292,1,,1.06445,1.55E-05,131.756,5.82E-03,6.06E-03,1.40E+03,4.078,8.18E+00,9.00E+01,1.27E+01,8.31E+00,0.9384,1.80E+00,1.78E+03,8.64E-03,,,5780,0,4.44,0,1,0,AFP
13251,8332521,2,,14.7451,1.60E-04,135.026,8.61E-03,9.07E-01,3.70E-01,4.68,9.63E-01,1.15E+02,1.31E+01,8.70E+00,1.251,4.40E-01,7.84E+02,1.64E+02,,,6146,189,4.45,0.29,0.987,0.409,PC
13252,8332986,1,,302.389,8.60E-05,309.187,1.90E-04,9.39E-01,9.87E-02,3.101,2.33E-02,4.22E+04,1.80E+02,4.83E+02,26.96,6.16E+00,2.38E+02,1.39E+01,,,5328,115,4.5,0.08,0.857,0.093,AFP
13253,8344004,1,,5.99652,7.49E-06,136.528,9.50E-04,1.88E-01,1.05E+01,3.236,2.69E-01,6.89E+02,1.08E+01,6.64E+01,2.871,1.22E+00,1.09E+03,2.24E+02,,,6020,197,4.36,0.26,1.093,0.442,PC
13254,8344004,2,,2.06189,5.42E-06,133.205,1.31E-03,8.99E-01,3.24E-01,1.948,2.06E-01,2.03E+02,9.94E+00,2.65E+01,1.836,5.30E-01,1.56E+03,3.20E+02,,,6020,197,4.36,0.26,1.093,0.442,PC
13255,8364119,2,,7.73588,0.00E+00,134.208,0.00E+00,1.00E-01,0.00E+00,3.5,0.00E+00,2.77E+05,0.00E+00,-1.00E+00,35.01,0.00E+00,8.03E+02,0.00E+00,,,5606,167,4.6,0.24,0.76,0.303,AFP
13256,8364249,1,,0.659724,8.55E-06,132.045,1.10E-03,7.00E-01,4.05E-01,1.943,2.88E-01,3.80E+01,4.39E+00,1.14E+01,1.274,1.40E-01,3.45E+03,8.29E+02,,,7338,323,4.05,0.28,1.926,0.911,UNK
13257,8364969,1,,22.572,1.36E-06,145.035,4.86E-05,9.04E-01,2.16E-02,3.997,4.11E-03,8.09E+04,6.18E+01,1.54E+03,35.83,1.36E+00,6.17E+02,1.61E+02,,,5645,191,4.43,0.33,0.871,0.45,AFP
13258,8365739,1,,2.38927,5.71E-07,132.037,1.52E-04,8.56E-01,1.20E-03,4.598,7.36E-03,1.80E+04,7.13E+01,3.34E+02,15.08,4.09E-02,1.34E+03,2.73E+02,,,5594,172,4.39,0.26,0.964,0.389,AFP
13259,8382207,2,,1.25873,1.28E-05,131.631,6.55E-03,5.85E-01,8.71E+00,3.246,3.23E+00,2.47E+02,3.04E+01,1.17E+01,1.631,2.86E+00,1.69E+03,5.72E-03,,,5780,0,4.44,0,1,0,AFP
13260,8382223,1,,1.25868,1.13E-05,132.522,4.55E-03,6.27E-01,3.78E+00,4.695,6.48E+00,1.13E+02,9.51E+00,1.37E+01,0.9045,8.10E-01,1.51E+03,3.41E+02,,,5606,195,4.56,0.29,0.813,0.363,AFP
13261,8382253,1,,463.957,2.46E-03,250.924,3.31E-03,9.80E-01,9.15E-01,3.972,3.65E-01,2.39E+04,1.55E+03,1.73E+01,21.66,5.83E+01,2.15E+02,4.77E+01,,,5695,170,4.56,0.3,0.839,0.368,NTP
13262,8382339,1,,5.40596,9.88E-06,131.615,9.37E-04,5.00E-01,1.48E+00,2.819,8.21E-02,3.84E+02,2.16E+01,1.95E+01,24.87,7.25E+00,2.71E+03,4.41E+02,,,4802,155,2.55,0.03,12.59,4.012,UNK
