rowid,kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
10160,8166299,2,,1.66171,3.84E-05,132.858,1.31E-02,8.11E-01,1.40E+00,7.355,2.30E+01,1.30E+01,1.52E+00,9.07E+00,0.654,3.61E-01,2.20E+03,7.30E+02,,,6877,323,4.17,0.38,1.639,1.076,UNK
10220,8149341,1,,0.666847,2.39E-05,131.955,9.02E-03,9.38E-01,1.16E+00,1.718,1.20E+01,2.47E+01,7.02E+00,4.51E+00,1.329,1.74E+00,3.80E+03,9.59E+02,,,7783,319,4,0.3,2.234,1.114,AFP
10221,8149341,2,,0.666856,1.72E-05,131.615,6.92E-03,9.01E-01,1.38E+00,2.146,1.15E+01,3.86E+01,7.91E+00,6.48E+00,1.608,1.60E+00,3.80E+03,9.59E+02,,,7783,319,4,0.3,2.234,1.114,AFP
10303,7907423,1,,7.11371,1.05E-05,131.643,1.08E-03,6.84E-02,2.38E+01,2.106,1.86E-01,7.90E+02,2.08E+01,4.00E+01,0.9446,3.16E-01,4.09E+02,7.05E+01,,,3594,122,4.92,0.12,0.337,0.114,PC
10304,7907423,2,,3.30654,4.76E-06,134.375,8.38E-04,9.00E-01,1.10E-01,1.898,2.03E-01,5.34E+02,1.72E+01,3.86E+01,0.922,1.05E-01,5.27E+02,9.10E+01,,,3594,122,4.92,0.12,0.337,0.114,PC
10305,7907423,3,,15.3684,3.75E-05,132.026,1.96E-03,3.52E-01,7.64E+00,2.375,4.54E-01,7.85E+02,2.89E+01,2.77E+01,0.9537,6.00E-01,3.16E+02,5.45E+01,,,3594,122,4.92,0.12,0.337,0.114,PC
10330,8085273,1,,0.586603,1.29E-05,131.966,3.39E-03,3.69E-01,7.73E+00,2.16,1.84E+00,2.40E+01,4.03E+00,8.17E+00,1.041,5.72E-01,3.64E+03,1.10E+03,,,7336,309,4.03,0.34,2.067,1.234,AFP
10331,8085273,2,,0.586578,3.00E-05,131.681,8.33E-03,7.00E-01,1.89E+00,2.154,2.46E+00,1.03E+01,3.87E+00,3.96E+00,0.7117,3.23E-01,3.64E+03,1.10E+03,,,7336,309,4.03,0.34,2.067,1.234,AFP
10357,7834441,1,,0.997364,8.16E-06,132.088,3.16E-03,2.42E-01,1.18E+01,4.567,5.14E+00,2.07E+01,1.59E+00,1.60E+01,0.9853,4.91E-01,3.23E+03,9.01E+02,,,7735,308,4.04,0.33,2.126,1.175,NTP
10442,7986166,1,,0.934444,1.56E-05,131.638,7.51E-03,9.00E-01,7.34E-02,3.237,9.63E-01,1.12E+02,8.28E+00,1.45E+01,3.628,2.37E-01,3.93E+03,6.57E+02,,,7877,316,3.77,0.27,2.953,0.957,UNK
10476,7813370,1,,459.306,4.36E-02,260.294,6.34E-02,3.74E-01,3.29E+01,12.02,5.96E+00,2.61E+02,1.07E+02,2.88E+00,1.23,4.11E+00,2.02E+02,3.16E+01,,,5511,170,4.6,0.18,0.758,0.232,NTP
10491,7909044,1,,9.84599,1.11E-04,132.769,9.08E-03,6.99E-01,9.21E-01,9.592,2.53E-01,5.35E+01,7.88E+00,6.72E+00,0.9994,2.54E-01,1.02E+03,2.28E+02,,,6130,186,4.22,0.24,1.278,0.565,UNK
10500,7973199,1,,0.549917,7.85E-06,131.814,9.61E-04,3.03E-01,4.95E+00,1.493,2.62E-01,2.70E+02,2.70E+01,1.40E+01,2.858,8.00E-01,3.40E+03,1.20E+03,,,7274,333,4.16,0.39,1.698,1.188,NTP
10502,7986166,2,,1.38138,1.37E-05,131.965,3.53E-03,5.00E-01,7.10E+00,3.792,2.39E+00,2.19E+02,2.31E+01,1.12E+01,4.526,3.75E+00,3.45E+03,5.76E+02,,,7877,316,3.77,0.27,2.953,0.957,UNK
10558,7532973,1,,2.14465,9.05E-08,131.835,1.95E-05,7.12E-01,1.02E-03,3.755,1.94E-03,1.44E+04,1.31E+01,1.41E+03,16.83,9.88E-03,1.74E+03,4.97E+02,,,6296,217,4.24,0.29,1.305,0.742,AFP
10559,7532973,2,,1.07232,0.00E+00,131.838,0.00E+00,1.00E-01,0.00E+00,3.5,0.00E+00,3.13E+02,0.00E+00,-1.00E+00,2.316,0.00E+00,2.19E+03,0.00E+00,,,6296,217,4.24,0.29,1.305,0.742,UNK
10564,7595579,3,,2.88498,2.89E-05,132.835,6.94E-03,7.08E-01,2.04E+00,6.181,2.29E+00,5.82E+01,5.38E+00,1.09E+01,1.539,7.11E-01,2.14E+03,7.09E+02,,,7710,301,4.13,0.38,1.88,1.238,UNK
10565,7595579,4,,4.04167,6.73E-05,131.628,1.19E-02,8.99E-01,3.52E-01,7.98,3.12E+00,6.97E+01,8.17E+00,9.36E+00,1.815,4.76E-01,1.91E+03,6.34E+02,,,7710,301,4.13,0.38,1.88,1.238,AFP
10566,7595579,5,,4.03863,7.68E-05,133.553,1.50E-02,9.28E-02,9.27E+01,11.7,1.33E+01,5.96E+01,1.01E+01,8.39E+00,1.473,2.09E+00,1.91E+03,6.34E+02,,,7710,301,4.13,0.38,1.88,1.238,AFP
10603,7385500,1,,4.34691,2.90E-05,134.217,4.06E-03,7.00E-01,4.93E-01,12.06,1.89E+00,3.66E+01,4.28E+00,8.72E+00,2.874,3.66E-01,2.61E+03,7.48E+02,,,7151,287,3.42,0.55,4.432,2.512,AFP
10604,7385500,2,,4.34732,2.92E-05,132.484,4.01E-03,1.25E-01,2.38E+01,10.26,2.67E+00,3.83E+01,5.11E+00,9.96E+00,2.777,1.43E+00,2.61E+03,7.48E+02,,,7151,287,3.42,0.55,4.432,2.512,AFP
10605,7385500,3,,4.34713,3.15E-05,131.507,4.63E-03,4.85E-01,2.02E+00,8.751,8.74E-01,3.48E+01,3.73E+00,1.08E+01,2.705,5.96E-01,2.61E+03,7.48E+02,,,7151,287,3.42,0.55,4.432,2.512,AFP
10614,7501194,1,,0.892712,7.51E-06,132.185,2.24E-03,8.88E-01,1.70E-01,2.666,1.31E+00,4.67E+00,4.16E-01,1.41E+01,0.4101,4.73E-02,2.94E+03,1.13E+03,,,7550,324,4.21,0.43,1.655,1.267,AFP
10615,7501194,2,,1.78553,1.63E-05,132.606,4.15E-03,8.47E-01,1.13E-01,3.689,3.32E-01,3.81E+00,4.56E-01,9.47E+00,0.3627,2.88E-02,2.33E+03,8.98E+02,,,7550,324,4.21,0.43,1.655,1.267,AFP
10644,7744634,1,,6.10109,6.85E-05,133.021,8.43E-03,7.00E-01,6.91E-01,14.97,2.47E+00,4.38E+01,5.12E+00,8.63E+00,0.8169,1.52E-01,1.16E+03,3.61E+02,,,6426,236,4.37,0.35,1.154,0.71,UNK
10669,7439316,1,,2.617,6.15E-06,134.041,1.31E-03,2.99E-01,6.27E+00,1.922,9.19E-02,4.58E+02,2.10E+01,2.76E+01,1.519,9.49E-01,9.96E+02,6.52E+01,,,4831,152,4.57,0.06,0.724,0.083,PC
10688,7622473,1,,40.2463,1.19E-03,161.322,3.73E-02,1.07E-01,9.76E+00,4.13,2.35E-01,2.04E+02,2.00E+01,1.36E+01,135.2,6.82E+01,2.80E+03,5.53E+02,,,3527,110,0.83,0.23,102.5,39.99,AFP
10700,7703305,1,,0.589708,3.43E-05,131.707,5.40E-03,7.02E-01,6.56E-01,1.339,2.40E-01,4.45E+00,1.84E+00,3.38E+00,0.3533,8.92E-02,3.54E+03,9.51E+02,,,8011,307,4.21,0.31,1.558,0.828,UNK
10701,7703305,2,,0.805995,1.35E-05,131.761,3.33E-03,3.51E-01,5.04E+00,2.252,6.69E-01,1.24E+01,1.85E+00,8.05E+00,0.5641,1.88E-01,3.19E+03,8.57E+02,,,8011,307,4.21,0.31,1.558,0.828,AFP
10749,7623120,1,,1.43641,2.96E-05,132.401,9.51E-03,1.65E-02,6.96E+02,4.577,8.84E+00,1.96E+01,4.38E+00,6.00E+00,0.5377,1.14E+00,1.99E+03,4.68E+02,,,6606,260,4.32,0.28,1.205,0.557,UNK
10760,7703305,3,,0.805971,1.66E-05,132.22,5.67E-03,9.00E-01,8.44E-01,2.622,9.31E+00,9.19E+00,1.19E+00,9.52E+00,0.5468,3.20E-01,3.19E+03,8.57E+02,,,8011,307,4.21,0.31,1.558,0.828,AFP
10799,7538622,1,,11.9008,2.06E-04,140.758,1.38E-02,6.24E-02,7.53E+01,14.97,1.11E+00,6.48E+01,7.86E+00,9.05E+00,2.233,2.09E+00,1.34E+03,3.08E+02,,,6240,220,3.72,0.39,2.772,1.254,NTP
10802,7582608,1,,20.454,3.12E-04,151.363,1.25E-02,1.19E-02,5.14E+02,15.36,3.60E-01,3.00E+01,3.66E+00,8.69E+00,1.105,1.12E+00,1.22E+03,3.19E+02,,,8373,351,4.12,0.34,1.993,1.027,AFP
10803,7582608,2,,20.457,3.36E-04,135.103,1.38E-02,5.69E-01,1.35E+00,15.69,3.33E-01,2.90E+01,3.40E+00,8.86E+00,1.123,2.21E-01,1.22E+03,3.19E+02,,,8373,351,4.12,0.34,1.993,1.027,AFP
10804,7582608,3,,10.2255,1.44E-04,140.303,1.12E-02,2.88E-01,6.27E+00,15.06,1.03E+00,2.53E+01,2.71E+00,9.52E+00,1.022,3.37E-01,1.54E+03,4.02E+02,,,8373,351,4.12,0.34,1.993,1.027,UNK
10830,7767774,1,,0.728954,9.64E-06,131.832,3.16E-03,5.00E-01,2.10E+00,2.45,8.62E-01,1.25E+01,1.59E+00,1.03E+01,0.5432,1.39E-01,2.75E+03,9.79E+02,,,6813,318,4.24,0.4,1.483,1.046,UNK
10865,7582608,4,,6.81765,1.28E-04,136.939,1.48E-02,9.89E-01,1.68E-03,9.402,3.32E-01,3.36E+01,2.70E+00,1.27E+01,1.546,6.46E-02,1.76E+03,4.60E+02,,,8373,351,4.12,0.34,1.993,1.027,UNK
10866,7582608,5,,20.4545,3.54E-04,131.801,3.58E-02,1.76E-01,2.97E+01,18.45,1.61E+00,3.96E+01,5.09E+00,8.94E+00,1.274,1.13E+00,1.22E+03,3.19E+02,,,8373,351,4.12,0.34,1.993,1.027,AFP
10867,7582608,6,,3.40891,4.08E-05,134.159,8.65E-03,3.10E-01,6.40E+00,8.059,1.79E+00,1.63E+01,1.75E+00,9.60E+00,0.8209,3.04E-01,2.22E+03,5.80E+02,,,8373,351,4.12,0.34,1.993,1.027,UNK
10868,7582608,7,,5.11377,1.15E-04,135.625,1.64E-02,8.21E-01,3.95E-01,16.63,8.51E+00,1.93E+01,2.82E+00,7.24E+00,0.9719,1.70E-01,1.94E+03,5.06E+02,,,8373,351,4.12,0.34,1.993,1.027,UNK
10872,7601917,1,,2.97563,1.77E-02,133.624,3.12E+00,9.03E-01,2.67E+00,8.066,8.63E+01,3.30E-02,3.78E+00,9.25E-03,0.0379,2.17E+00,1.93E+03,4.22E+02,,,6809,216,4.02,0.25,1.789,0.772,AFP
10928,7601917,2,,2.97618,2.11E-05,131.927,3.88E-03,2.39E-01,7.80E+00,7.946,1.90E+00,2.76E+01,3.40E+00,9.45E+00,0.9535,3.36E-01,1.93E+03,4.22E+02,,,6809,216,4.02,0.25,1.789,0.772,AFP
10953,7770256,1,,4.97714,7.51E-05,133.699,1.22E-02,3.00E-01,1.09E+01,14.88,7.76E+00,1.21E+02,1.39E+01,1.03E+01,3.4,2.03E+00,2.14E+03,3.49E+02,,,7333,304,3.73,0.26,3.025,0.957,UNK
10954,7770256,2,,2.04046,2.15E-05,131.973,6.54E-03,7.72E-01,3.18E+00,2.609,4.83E-01,9.67E+01,1.48E+01,7.91E+00,3.251,3.15E+00,2.87E+03,4.70E+02,,,7333,304,3.73,0.26,3.025,0.957,UNK
10962,7362434,1,,0.566777,1.25E-05,131.814,2.64E-03,5.08E-01,4.51E+00,1.61,8.89E-01,7.78E+01,1.35E+01,9.66E+00,0.6106,5.97E-01,1.56E+03,9.55E+01,,,4624,180,4.59,0.05,0.686,0.065,NTP
11014,7770256,3,,0.544472,1.43E-05,131.546,2.74E-03,5.01E-01,5.71E+00,1.054,2.66E-01,1.00E+02,1.97E+01,8.17E+00,3.167,2.01E+00,4.47E+03,7.30E+02,,,7333,304,3.73,0.26,3.025,0.957,NTP
11025,7362501,1,,0.566792,9.68E-06,131.798,2.33E-03,7.00E-01,1.27E+00,1.908,1.16E+00,5.02E+01,6.49E+00,1.10E+01,0.7359,2.62E-01,2.26E+03,4.44E+02,,,6061,196,4.49,0.28,0.97,0.377,NTP
11032,7376982,1,,2.31604,2.64E-05,132.365,6.44E-03,9.00E-01,5.64E-01,3.285,1.17E+00,2.12E+01,2.92E+00,8.05E+00,0.6474,3.27E-01,1.56E+03,3.83E+02,,,6025,184,4.3,0.27,1.193,0.582,AFP
11040,7449844,1,,1.15222,1.15E-07,132.124,2.04E-05,2.96E-01,7.44E-02,1.791,7.11E-03,1.14E+04,1.88E+01,1.20E+03,19.31,8.67E-02,2.69E+03,7.76E+02,,,7172,324,4.11,0.33,1.77,1.007,PC
11056,7604328,1,,2.93662,8.50E-06,133.029,1.65E-03,9.07E-01,2.82E-01,1.997,3.91E-01,2.83E+02,1.67E+01,2.03E+01,1.85,5.83E-01,1.19E+03,2.98E+02,,,5455,177,4.42,0.32,0.909,0.452,PC
11057,7604328,2,,4.35407,1.52E-05,132.857,2.42E-03,2.40E-01,1.34E+01,2.381,1.94E-01,2.91E+02,1.76E+01,1.81E+01,1.537,1.27E+00,1.04E+03,2.62E+02,,,5455,177,4.42,0.32,0.909,0.452,PC
11116,7605600,1,,3.32619,4.89E-08,133.33,8.55E-06,1.34E-01,7.03E-03,2.099,1.24E-03,1.82E+05,7.85E+01,3.44E+03,15.02,5.78E-03,5.22E+02,3.82E+01,,,3521,56,4.91,0.06,0.35,0.05,AFP
11132,7755741,1,,0.874213,1.34E-05,131.8,2.68E-03,3.00E-01,8.67E+00,2.322,8.02E-01,4.19E+01,7.35E+00,7.48E+00,2.937,1.12E+00,6.18E+03,1.12E+03,,,10894,461,3.67,0.3,4.378,1.539,NTP
11133,7755741,2,,1.74651,1.51E-05,132.406,2.99E-03,1.14E-01,4.39E+01,2.844,4.68E-01,7.40E+01,1.02E+01,8.49E+00,3.88,2.59E+00,4.90E+03,8.87E+02,,,10894,461,3.67,0.3,4.378,1.539,AFP
11134,7755741,3,,1.75174,1.16E-05,132.302,2.49E-03,6.96E-01,8.97E-01,2.357,1.33E-01,9.74E+01,1.22E+01,1.04E+01,4.647,7.66E-01,4.90E+03,8.86E+02,,,10894,461,3.67,0.3,4.378,1.539,AFP
11135,7755741,4,,1.74698,1.65E-05,132.136,5.01E-03,3.00E-01,2.04E+01,5.28,5.17E+00,1.46E+02,1.87E+01,8.37E+00,5.484,4.88E+00,4.90E+03,8.87E+02,,,10894,461,3.67,0.3,4.378,1.539,AFP
11156,7450747,1,,2.20824,1.95E-05,131.647,4.96E-03,8.92E-01,7.10E-01,2.988,6.56E-01,6.82E+01,7.86E+00,9.83E+00,0.9542,5.46E-01,1.47E+03,3.13E+02,,,6131,206,4.45,0.29,0.989,0.415,PC
11176,7605600,2,,3.32619,1.57E-07,131.667,2.61E-05,4.50E-01,1.12E-02,2.005,5.30E-03,4.73E+04,6.34E+01,1.22E+03,7.781,1.40E-02,5.22E+02,3.82E+01,,,3521,56,4.91,0.06,0.35,0.05,AFP
11182,7630417,1,,1.13054,1.21E-05,131.79,1.96E-03,2.22E-02,1.15E+02,3.345,1.14E+00,8.24E+01,1.28E+01,8.20E+00,2.117,7.26E-01,4.09E+03,9.74E+02,,,10514,359,4.14,0.27,2.268,1.069,AFP
11183,7630417,2,,1.13054,1.01E-05,132.354,1.92E-03,3.13E-01,5.48E+00,4.112,1.79E+00,9.55E+01,1.13E+01,1.07E+01,2.295,5.87E-01,4.09E+03,9.74E+02,,,10514,359,4.14,0.27,2.268,1.069,AFP
11199,7773133,1,,0.56583,6.19E-06,131.969,4.53E-03,8.98E-01,6.98E-02,2.093,5.35E-01,4.00E+02,2.82E+01,1.88E+01,8.966,5.85E-01,4.72E+03,1.07E+03,,,6977,241,3.53,0.38,3.863,1.725,NTP
11200,7773133,2,,1.52956,0.00E+00,132.259,0.00E+00,1.00E-01,0.00E+00,2,0.00E+00,5.91E+01,0.00E+00,-1.00E+00,3.006,0.00E+00,3.38E+03,0.00E+00,,,6977,241,3.53,0.38,3.863,1.725,UNK
11219,7429237,1,,559.049,5.53E-03,408.537,8.31E-03,3.08E-01,7.30E+00,9.927,1.04E+00,4.06E+02,1.22E+02,4.10E+00,40.57,2.14E+01,8.96E+02,3.23E+01,,,4995,84,1.72,0.01,20.1,1.28,UNK
11242,7630417,3,,0.960377,1.19E-05,131.644,7.00E-03,1.00E+00,3.33E-02,1.83,1.21E-01,3.86E+02,1.93E+02,1.45E+01,8.108,7.40E+00,4.32E+03,1.03E+03,,,10514,359,4.14,0.27,2.268,1.069,NTP
11252,7698258,1,,376.703,6.02E-03,282.577,1.09E-02,7.03E-01,1.52E+00,8.637,1.33E+00,3.21E+02,9.09E+01,3.57E+00,1.99,9.39E-01,2.71E+02,6.56E+01,,,6184,193,4.45,0.31,1.038,0.499,UNK
11271,7335514,1,,0.576738,7.30E-06,132.071,1.43E-03,7.00E-01,7.50E-01,1.565,3.80E-01,3.92E+01,3.84E+00,1.60E+01,0.4153,1.22E-01,1.40E+03,8.94E+01,,,4315,141,4.64,0.06,0.619,0.068,UNK
11278,7379646,1,,1.33616,5.43E-05,131.817,8.66E-03,9.01E-01,2.31E-01,4.467,4.62E+00,1.13E+01,2.41E+00,4.16E+00,1.571,3.11E-01,3.75E+03,7.38E+02,,,7358,302,3.54,0.31,4.037,1.551,AFP
11334,7379646,2,,1.33588,7.74E-06,132.508,3.12E-03,1.00E+00,1.85E-02,2.124,3.29E-01,1.82E+02,2.61E+01,2.03E+01,10.58,4.78E+00,3.75E+03,7.38E+02,,,7358,302,3.54,0.31,4.037,1.551,AFP
11416,7549389,1,,18.4719,4.34E-04,149.525,1.97E-02,7.07E-01,1.42E+00,14.54,5.08E-01,4.86E+01,5.98E+00,8.04E+00,1.574,6.04E-01,1.04E+03,2.31E+02,,,6194,214,3.86,0.4,2.107,0.923,AFP
11459,7433279,1,,1.9663,1.73E-05,132.016,3.47E-03,4.97E-01,1.52E+00,5.815,1.10E+00,2.68E+01,3.52E+00,8.25E+00,0.9874,1.95E-01,2.13E+03,4.55E+02,,,6428,243,3.99,0.29,1.848,0.777,NTP
11471,7549389,2,,18.4701,4.58E-04,146.521,2.01E-02,6.79E-01,1.50E+00,15.94,4.95E-01,4.97E+01,5.76E+00,8.58E+00,1.58,5.74E-01,1.04E+03,2.31E+02,,,6194,214,3.86,0.4,2.107,0.923,AFP
11476,7595579,1,,6.73235,6.79E-05,136.579,8.15E-03,7.34E-01,6.94E-01,14.53,2.05E+00,9.02E+01,6.70E+00,1.33E+01,1.929,3.48E-01,1.61E+03,5.35E+02,,,7710,301,4.13,0.38,1.88,1.238,NTP
11477,7595579,2,,5.04898,6.94E-05,134.801,1.04E-02,8.31E-01,4.33E-01,12.76,4.22E+00,6.61E+01,6.71E+00,9.93E+00,1.703,3.26E-01,1.77E+03,5.88E+02,,,7710,301,4.13,0.38,1.88,1.238,NTP
11548,8711794,1,,8.98101,2.74E-06,136.65,2.43E-04,5.00E-01,7.66E-01,1.864,7.06E-02,1.07E+03,5.88E+00,1.92E+02,3.242,3.65E-01,8.80E+02,9.34E+01,,,5666,122,4.36,0.14,0.967,0.201,PC
11599,8645191,1,,0.689165,8.73E-02,131.698,8.63E+00,9.19E-01,4.03E+01,0.5609,1.15E+02,2.64E-02,2.65E+01,1.53E-03,0.01714,8.73E+00,1.88E+03,3.93E+02,,,5665,165,4.55,0.28,0.843,0.342,AFP
11639,8517433,1,,0.652959,9.43E-06,131.522,1.12E-03,8.90E-01,3.09E-01,0.6324,5.75E-02,4.65E+01,6.13E+00,1.25E+01,0.6115,1.75E-01,1.78E+03,2.47E+02,,,5360,176,4.54,0.25,0.74,0.2,UNK
11660,8624143,1,,1.37786,1.33E-05,131.974,1.72E-03,8.19E-02,2.83E+01,2.108,1.86E-01,1.12E+02,1.84E+01,7.68E+00,13.12,9.76E+00,4.10E+03,6.57E+02,,,4771,186,2.66,0.03,12.92,4.015,NTP
11662,8645191,2,,0.68918,1.02E-05,132.149,1.50E-03,3.00E-01,1.66E+01,0.9713,9.25E-02,1.38E+02,1.73E+01,1.31E+01,0.9971,1.25E+00,1.88E+03,3.85E+02,,,5665,165,4.55,0.28,0.843,0.342,AFP
11663,8645191,3,,0.689195,8.13E-06,131.911,1.18E-03,7.00E-01,1.16E+00,1.03,7.87E-02,1.72E+02,1.75E+01,1.70E+01,1.19,4.30E-01,1.88E+03,3.85E+02,,,5665,165,4.55,0.28,0.843,0.342,AFP
11671,8695156,1,,0.968367,2.00E-05,132.465,7.35E-03,9.77E-01,7.71E-03,1.839,1.84E-01,7.93E+01,1.26E+01,6.47E+00,4.24,3.54E-01,4.25E+03,7.48E+02,,,7818,289,3.61,0.28,3.65,1.256,UNK
11701,8552365,1,,439.842,1.09E-02,352.222,1.87E-02,4.59E-02,3.30E+02,7.946,4.92E+00,5.58E+02,7.14E+01,8.48E+00,2.291,7.33E+00,2.45E+02,4.54E+01,,,5839,153,4.4,0.25,0.975,0.358,NTP
11726,8695156,2,,0.910368,1.80E-05,131.674,6.55E-03,1.00E+00,6.09E-02,1.328,6.24E-01,1.30E+02,2.65E+01,5.57E+00,8.13,1.58E+01,4.34E+03,7.64E+02,,,7818,289,3.61,0.28,3.65,1.256,UNK
11727,8695156,3,,0.68262,8.88E-06,131.97,1.27E-03,7.02E-01,1.43E+00,2.044,9.77E-01,1.94E+02,2.30E+01,1.06E+01,5.455,1.99E+00,4.78E+03,8.41E+02,,,7818,289,3.61,0.28,3.65,1.256,UNK
11741,8766405,1,,0.539198,9.15E-06,132.012,7.71E-04,5.23E-01,3.83E-01,1.463,6.82E-02,1.21E+01,1.41E+00,1.28E+01,1.774,1.21E-01,7.65E+03,1.40E+03,,,11056,524,3.61,0.31,4.842,1.713,UNK
11755,8500899,1,,0.960386,1.11E-05,132.171,3.70E-03,9.00E-01,6.25E-01,1.989,1.76E+00,4.17E+01,5.46E+00,9.67E+00,0.9748,4.80E-01,2.35E+03,5.30E+02,,,6672,254,4.3,0.26,1.294,0.576,AFP
11756,8500899,2,,0.960376,1.27E-05,131.539,4.75E-03,2.41E-01,2.20E+01,3.373,4.06E+00,3.77E+01,5.38E+00,9.52E+00,0.805,8.27E-01,2.35E+03,5.30E+02,,,6672,254,4.3,0.26,1.294,0.576,AFP
11782,8646235,1,,1.20884,1.92E-05,131.53,8.82E-03,7.96E-01,1.47E+00,5.447,1.49E+01,6.62E+01,4.52E+00,1.72E+01,1.668,8.89E-01,2.58E+03,6.17E+02,,,6756,289,4.05,0.28,1.86,0.877,AFP
11798,8766619,1,,1.18379,1.46E-05,131.649,1.57E-03,6.76E-01,5.13E-01,2.6,2.24E-01,4.01E+01,8.40E+00,6.31E+00,2.516,3.86E-01,3.38E+03,3.67E+02,,,6569,143,3.59,0.14,3.732,0.795,AFP
11799,8766619,2,,1.34768,1.03E-05,132.835,1.22E-03,5.00E-01,1.20E+00,3.311,3.09E-01,8.60E+01,1.16E+01,8.91E+00,3.575,5.65E-01,3.23E+03,3.52E+02,,,6569,143,3.59,0.14,3.732,0.795,UNK
11800,8766619,3,,1.18383,1.14E-05,132.299,1.35E-03,5.00E-01,1.41E+00,2.491,1.99E-01,6.98E+01,1.10E+01,8.59E+00,3.223,5.98E-01,3.38E+03,3.67E+02,,,6569,143,3.59,0.14,3.732,0.795,AFP
11812,8500899,3,,0.960344,1.43E-05,131.892,4.04E-03,7.21E-02,1.58E+02,1.892,1.26E+00,3.77E+01,7.94E+00,7.86E+00,0.8021,1.69E+00,2.35E+03,5.30E+02,,,6672,254,4.3,0.26,1.294,0.576,AFP
11840,8646235,2,,13.2962,1.30E-04,144.096,7.47E-03,8.95E-01,1.01E+00,2.045,1.51E+00,3.06E+02,4.19E+01,8.67E+00,3.784,2.89E+00,1.16E+03,2.78E+02,,,6756,289,4.05,0.28,1.86,0.877,UNK
11841,8646235,3,,1.2075,1.41E-05,131.685,4.16E-03,5.95E-04,1.44E+04,1.867,3.76E-01,1.65E+02,2.79E+02,8.24E+00,2.412,3.78E+00,2.58E+03,6.17E+02,,,6756,289,4.05,0.28,1.86,0.877,AFP
11974,8718678,1,,0.793091,1.99E-05,131.782,5.23E-03,8.43E-01,1.30E+00,3.231,1.13E+01,1.68E+01,2.66E+00,6.94E+00,1.334,7.80E-01,3.81E+03,6.44E+02,,,7181,312,3.75,0.28,2.898,0.946,AFP
11975,8718678,2,,0.793108,9.28E-06,132.146,2.09E-03,6.84E-01,1.08E+00,3.124,2.03E+00,3.68E+01,3.86E+00,1.21E+01,1.879,4.30E-01,3.81E+03,6.44E+02,,,7181,312,3.75,0.28,2.898,0.946,AFP
12013,8580438,1,,6.49603,1.46E-07,135.469,1.77E-05,1.47E-03,3.30E-01,5.251,1.39E-03,1.17E+05,2.71E+01,5.03E+03,33.52,6.53E-03,9.57E+02,2.04E+02,,,5516,170,4.36,0.27,0.988,0.417,AFP
12014,8580438,2,,6.49603,1.85E-06,132.229,2.25E-04,8.28E-01,3.48E-03,5.019,1.65E-02,5.01E+03,1.58E+01,3.38E+02,7.924,2.36E-02,9.57E+02,2.04E+02,,,5516,170,4.36,0.27,0.988,0.417,AFP
12048,8773961,1,,0.980651,1.30E-05,131.86,4.04E-03,5.00E-01,2.04E+00,3.1,9.37E-01,1.47E+01,2.07E+00,8.42E+00,0.648,1.59E-01,2.67E+03,6.45E+02,,,6848,227,4.11,0.27,1.631,0.78,NTP
12088,8631751,1,,1.53052,4.55E-06,131.865,5.66E-04,2.54E-01,5.34E+00,0.5702,8.03E-02,1.84E+03,1.26E+02,2.23E+01,1.419,3.96E-01,6.70E+02,1.13E+02,,,3609,108,4.95,0.12,0.317,0.105,PC
12108,8773961,2,,1.61837,2.04E-05,132.225,8.14E-03,8.95E-01,1.99E-02,5.699,4.72E-01,4.32E+01,2.19E+00,2.01E+01,1.241,3.59E-02,2.26E+03,5.45E+02,,,6848,227,4.11,0.27,1.631,0.78,UNK
12120,8491447,1,,16.7421,3.34E-04,139.873,1.64E-02,6.62E-01,1.30E+00,14.63,4.14E-01,3.95E+01,4.07E+00,9.65E+00,0.8482,2.42E-01,8.81E+02,1.70E+02,,,6280,189,4.21,0.22,1.273,0.484,UNK
12132,8566353,1,,2.12096,1.44E-05,132.338,2.44E-03,8.20E-02,4.15E+01,7.459,5.05E+00,6.42E+01,1.18E+01,7.87E+00,0.973,5.72E-01,1.77E+03,4.55E+02,,,6732,233,4.34,0.31,1.204,0.614,NTP
12145,8636333,1,,82.1772,8.78E-04,197.19,8.86E-03,2.09E-01,2.10E+01,8.993,1.73E+00,5.21E+02,3.49E+01,1.62E+01,2.193,1.94E+00,4.41E+02,8.26E+01,,,6247,202,4.49,0.27,0.954,0.352,PC
12183,8509346,1,,6.09903,1.27E-07,135.522,1.55E-05,9.06E-01,2.22E-03,4.775,1.13E-03,5.26E+04,1.12E+01,5.84E+03,36.68,1.71E-01,1.18E+03,2.10E+02,,,6356,203,4.3,0.23,1.141,0.399,AFP
12184,8509346,2,,6.09903,1.11E-06,132.504,1.35E-04,1.00E+00,1.25E-02,4.574,4.25E-02,5.36E+03,1.73E+02,6.85E+02,15.04,8.54E-01,1.18E+03,2.10E+02,,,6356,203,4.3,0.23,1.141,0.399,AFP
